threshold;tpr;fpr;ks;n_good;n_default;interest_good;mean_loan_default;mean_ann_default;mean_term_default;r_monthly;interest_default;rejected_good;rejected_default;approved_good;approved_default
0.2690176118128004;0.20620842572062084;0.030982773577890692;0.17522565214273014;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1750;1023;54733;3938
0.26897755902913917;0.20640999798427737;0.030982773577890692;0.17542722440638667;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1750;1024;54733;3937
0.2688721483739244;0.20640999798427737;0.03101818246197971;0.17539181552229766;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1752;1024;54731;3937
0.26874711445148536;0.20681314251159041;0.03101818246197971;0.1757949600496107;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1752;1026;54731;3935
0.26840064187518187;0.20681314251159041;0.03115981799833578;0.17565332451325463;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1760;1026;54723;3935
0.2683314943500066;0.20701471477524694;0.03115981799833578;0.17585489677691116;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1760;1027;54723;3934
0.26820291116688094;0.20701471477524694;0.031248340208558326;0.17576637456668862;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1765;1027;54718;3934
0.26811252289277243;0.20721628703890344;0.031248340208558326;0.1759679468303451;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1765;1028;54718;3933
0.2678506171671451;0.20721628703890344;0.03137227130286989;0.17584401573603353;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1772;1028;54711;3933
0.2677029317219089;0.20761943156621648;0.03137227130286989;0.17624716026334658;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1772;1030;54711;3930
0.267701544505211;0.20761943156621648;0.0313899757449144;0.1762294558213021;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1773;1030;54710;3930
0.2676096964015764;0.207821003829873;0.0313899757449144;0.1764310280849586;56483;4961;83849.26443686627;557778.5;26481.7;24.839959718026183;0.01319402574403036;100025.86126485397;1773;1031;54710;3930
